country_code,survey_year,survey_acronym,survey_coverage,reporting_level,name,value
RUS,2020,VNDN,national,national,decile8,0.123772509305
RUS,2021,VNDN,national,national,decile8,0.124094910066
RWA,1984,ENBCM,rural,rural,decile8,0.116245933654
RWA,2000,EICV-I,national,national,decile8,0.102483792783
RWA,2005,EICV-II,national,national,decile8,0.098769245871
RWA,2010,EICV-III,national,national,decile8,0.102558713467
RWA,2013,EICV-IV,national,national,decile8,0.104710096048
RWA,2016,EICV-V,national,national,decile8,0.109918354747
ROU,2008,EU-SILC,national,national,decile8,0.12744847572
ROU,2009,HBS,national,national,decile8,0.123602648854
ROU,2009,EU-SILC,national,national,decile8,0.129367701042
ROU,2010,HBS,national,national,decile8,0.124258796485
ROU,2010,EU-SILC,national,national,decile8,0.131614924433
ROU,2011,HBS,national,national,decile8,0.123556364292
ROU,2011,EU-SILC,national,national,decile8,0.134224484417
ROU,2012,HBS,national,national,decile8,0.12424335436
ROU,2012,EU-SILC,national,national,decile8,0.132001539423
ROU,2013,HBS,national,national,decile8,0.123530602404
ROU,2013,EU-SILC,national,national,decile8,0.133650749396
ROU,2014,EU-SILC,national,national,decile8,0.133891317926
ROU,2015,EU-SILC,national,national,decile8,0.133246914012
ROU,2016,HBS,national,national,decile8,0.123213565636
ROU,2016,EU-SILC,national,national,decile8,0.133373103359
ROU,2017,EU-SILC,national,national,decile8,0.133370494309
SLV,1995,EHPM,national,national,decile8,0.1130695514
SLV,1996,EHPM,national,national,decile8,0.114411916556
SLV,1998,EHPM,national,national,decile8,0.118199399339
SLV,1999,EHPM,national,national,decile8,0.120045856137
SLV,2000,EHPM,national,national,decile8,0.11647083982
SLV,2001,EHPM,national,national,decile8,0.118206932791
SLV,2002,EHPM,national,national,decile8,0.118408030316
SLV,2003,EHPM,national,national,decile8,0.120862897124
SLV,2004,EHPM,national,national,decile8,0.121357008477
SLV,2005,EHPM,national,national,decile8,0.117927594164
SLV,2006,EHPM,national,national,decile8,0.115003761541
SLV,2007,EHPM,national,national,decile8,0.114278061372
SLV,2008,EHPM,national,national,decile8,0.116484417314
SLV,2009,EHPM,national,national,decile8,0.113755284752
SLV,2010,EHPM,national,national,decile8,0.119246313072
SLV,2011,EHPM,national,national,decile8,0.117497564491
RUS,2003,HBS,national,national,decile8,0.121601028655
RUS,2004,HBS,national,national,decile8,0.122685173607
RUS,2005,HBS,national,national,decile8,0.121277125466
RUS,2006,HBS,national,national,decile8,0.120817959123
RUS,2007,HBS,national,national,decile8,0.117964716952
RUS,2008,HBS,national,national,decile8,0.1168804877
RUS,2009,HBS,national,national,decile8,0.11763129011
RUS,2010,HBS,national,national,decile8,0.119669470476
RUS,2011,HBS,national,national,decile8,0.11769678501
RUS,2012,HBS,national,national,decile8,0.115860524433
RUS,2013,HBS,national,national,decile8,0.115971237308
RUS,2014,HBS,national,national,decile8,0.115548588057
RUS,2014,VNDN,national,national,decile8,0.124499004614
RUS,2015,HBS,national,national,decile8,0.118016689942
RUS,2015,VNDN,national,national,decile8,0.126323180211
RUS,2016,HBS,national,national,decile8,0.120553752274
SRB,2008,HBS,national,national,decile8,0.120296546305
SRB,2009,HBS,national,national,decile8,0.121292077458
SRB,2010,HBS,national,national,decile8,0.122136810608
SRB,2012,EU-SILC,national,national,decile8,0.126929055095
SRB,2013,HBS,national,national,decile8,0.121293128952
SRB,2013,EU-SILC,national,national,decile8,0.127720463626
SRB,2014,EU-SILC,national,national,decile8,0.128568530158
SRB,2015,HBS,national,national,decile8,0.120463515941
SRB,2015,EU-SILC,national,national,decile8,0.127116930472
SRB,2016,EU-SILC,national,national,decile8,0.128920610377
SRB,2017,EU-SILC,national,national,decile8,0.128945033023
SRB,2018,HBS,national,national,decile8,0.121421083423
SRB,2018,EU-SILC,national,national,decile8,0.127801537196
SRB,2019,HBS,national,national,decile8,0.123392788354
SRB,2019,EU-SILC,national,national,decile8,0.123265001768
SRB,2020,EU-SILC,national,national,decile8,0.121096680177
SDN,2009,NBHS,national,national,decile8,0.12497454273
SDN,2014,NBHS,national,national,decile8,0.116864785579
SEN,1991,EP,national,national,decile8,0.110047930911
SEN,1994,ESAM,national,national,decile8,0.115477557874
SEN,2001,ESAM-II,national,national,decile8,0.113169032752
SEN,2005,ESPS-I,national,national,decile8,0.123172604296
SEN,2011,ESPS-II,national,national,decile8,0.120539891809
SEN,2018,EHCVM,national,national,decile8,0.115943955016
SEN,2021,EHCVM,national,national,decile8,0.118420404226
SLB,2005,HIES,national,national,decile8,0.116276327129
SLB,2012,HIES,national,national,decile8,0.118013812199
SLE,2003,SLIHS,national,national,decile8,0.114880862559
SLE,2011,SLIHS,national,national,decile8,0.120297489842
SLE,2018,SLIHS,national,national,decile8,0.114481295491
SLV,1989,EHPM,national,national,decile8,0.125927021452
SLV,1991,EHPM,national,national,decile8,0.113788613306
SVK,2007,HBS,national,national,decile8,0.114531617201
SVK,2007,EU-SILC,national,national,decile8,0.117452663909
SVK,2008,HBS,national,national,decile8,0.115496524126
SVK,2008,EU-SILC,national,national,decile8,0.118852356357
SVK,2009,HBS,national,national,decile8,0.116791418893
SVK,2009,EU-SILC,national,national,decile8,0.120838758979
SVK,2010,EU-SILC,national,national,decile8,0.12056024677
SVK,2011,EU-SILC,national,national,decile8,0.122078700513
SVK,2012,EU-SILC,national,national,decile8,0.12264287625
SVK,2013,EU-SILC,national,national,decile8,0.121786833358
SVK,2014,EU-SILC,national,national,decile8,0.123527357587
SVK,2015,EU-SILC,national,national,decile8,0.122696373178
SVK,2016,EU-SILC,national,national,decile8,0.122560388887
SVK,2017,EU-SILC,national,national,decile8,0.1242706973
SVK,2018,EU-SILC,national,national,decile8,0.124529221729
SVK,2019,EU-SILC,national,national,decile8,0.12219776988
SLV,2012,EHPM,national,national,decile8,0.117564720764
SLV,2013,EHPM,national,national,decile8,0.114233108801
SLV,2014,EHPM,national,national,decile8,0.118480966182
SLV,2015,EHPM,national,national,decile8,0.1179804376
SLV,2016,EHPM,national,national,decile8,0.120486164734
SLV,2017,EHPM,national,national,decile8,0.121368679518
SLV,2018,EHPM,national,national,decile8,0.121459872488
SLV,2019,EHPM,national,national,decile8,0.120316543265
SLV,2021,EHPM,national,national,decile8,0.124007971338
SLV,2022,EHPM,national,national,decile8,0.124210421302
SRB,2002,LSMS,national,national,decile8,0.118413598756
SRB,2003,HBS,national,national,decile8,0.120103861285
SRB,2004,HBS,national,national,decile8,0.120862279351
SRB,2005,HBS,national,national,decile8,0.119220878776
SRB,2006,HBS,national,national,decile8,0.120851790251
SRB,2007,HBS,national,national,decile8,0.120208357238
SVN,2011,EU-SILC,national,national,decile8,0.119599311196
SVN,2012,EU-SILC,national,national,decile8,0.120020095619
SVN,2013,EU-SILC,national,national,decile8,0.120248488345
SVN,2014,EU-SILC,national,national,decile8,0.119607073934
SVN,2015,EU-SILC,national,national,decile8,0.119643117777
SVN,2016,EU-SILC,national,national,decile8,0.119378286436
SVN,2017,EU-SILC,national,national,decile8,0.119101519993
SVN,2018,EU-SILC,national,national,decile8,0.118464074851
SVN,2019,EU-SILC,national,national,decile8,0.118984434974
SVN,2020,EU-SILC,national,national,decile8,0.118668479818
SVN,2021,EU-SILC,national,national,decile8,0.119127551131
SWE,1975,HIS-LIS,national,national,decile8,0.124676879951
SWE,1981,HIS-LIS,national,national,decile8,0.125179545148
SWE,1987,HIS-LIS,national,national,decile8,0.124151881679
SWE,1992,HIS-LIS,national,national,decile8,0.124453482188
SWE,1995,HIS-LIS,national,national,decile8,0.124439897311
SRB,2021,EU-SILC,national,national,decile8,0.121030085998
SSD,2009,NBHS,national,national,decile8,0.127887694221
SSD,2016,HFS-W3,national,national,decile8,0.123152688443
STP,2000,IOF,national,national,decile8,0.124702765639
STP,2010,IOF,national,national,decile8,0.121761355169
STP,2017,IOF,national,national,decile8,0.113553225496
SUR,1999,EHS,urban,urban,decile8,0.117703906183
SUR,2022,SSLC,national,national,decile8,0.121612378672
SVK,1992,MC-LIS,national,national,decile8,0.116415263133
SVK,1996,MC-LIS,national,national,decile8,0.119637293744
SVK,2004,HBS,national,national,decile8,0.117266270536
SVK,2004,EU-SILC,national,national,decile8,0.11898484638
SVK,2005,HBS,national,national,decile8,0.117641766663
SVK,2005,EU-SILC,national,national,decile8,0.113685204933
SVK,2006,HBS,national,national,decile8,0.11574408607
SVK,2006,EU-SILC,national,national,decile8,0.116586702733
SWE,2016,EU-SILC,national,national,decile8,0.12253241988
SWE,2017,EU-SILC,national,national,decile8,0.124585420125
SWE,2018,EU-SILC,national,national,decile8,0.124908585884
SWE,2019,EU-SILC,national,national,decile8,0.123421408227
SWE,2020,EU-SILC,national,national,decile8,0.124110893337
SWE,2021,EU-SILC,national,national,decile8,0.125048201829
SWZ,1994,HIES,national,national,decile8,0.09967404439
SWZ,2000,HIES,national,national,decile8,0.100364060807
SWZ,2009,HIES,national,national,decile8,0.113613202705
SWZ,2016,HIES,national,national,decile8,0.107845906253
SYC,1999,HES,national,national,decile8,0.115411646535
SYC,2006,HBS,national,national,decile8,0.117332074945
SYC,2013,HBS,national,national,decile8,0.100478061494
SYC,2018,HBS,national,national,decile8,0.126258908613
SYR,1996,HIES,national,national,decile8,0.116566747399
SYR,2003,HIES,national,national,decile8,0.117659213771
SVK,2020,EU-SILC,national,national,decile8,0.124428860446
SVK,2021,EU-SILC,national,national,decile8,0.123824463901
SVN,1987,IES,national,national,decile8,0.117950396873
SVN,1993,IES,national,national,decile8,0.115543869541
SVN,1997,HBS-LIS,national,national,decile8,0.119870306185
SVN,1998,HBS,national,national,decile8,0.120530054625
SVN,1999,HBS-LIS,national,national,decile8,0.119378586406
SVN,2002,HBS,national,national,decile8,0.123913442699
SVN,2003,HBS,national,national,decile8,0.124213845563
SVN,2004,EU-SILC,national,national,decile8,0.119798975318
SVN,2005,EU-SILC,national,national,decile8,0.120216124607
SVN,2006,EU-SILC,national,national,decile8,0.120082308405
SVN,2007,EU-SILC,national,national,decile8,0.120065342144
SVN,2008,EU-SILC,national,national,decile8,0.119259814012
SVN,2009,EU-SILC,national,national,decile8,0.12019065089
SVN,2010,EU-SILC,national,national,decile8,0.119873976956
THA,1994,SES,national,national,decile8,0.113650891278
THA,1996,SES,national,national,decile8,0.114259055721
THA,1998,SES,national,national,decile8,0.11868734569
THA,1999,SES,national,national,decile8,0.115395112157
THA,2000,SES,national,national,decile8,0.117584512014
THA,2002,SES,national,national,decile8,0.116306866559
THA,2004,SES,national,national,decile8,0.115572531138
THA,2006,SES,national,national,decile8,0.1188485376
THA,2007,SES,national,national,decile8,0.120506678099
THA,2008,SES,national,national,decile8,0.120325437855
THA,2009,SES,national,national,decile8,0.120861404534
THA,2010,SES,national,national,decile8,0.119562999407
THA,2011,SES,national,national,decile8,0.117667955693
THA,2012,SES,national,national,decile8,0.120391798441
THA,2013,SES,national,national,decile8,0.12196142008
THA,2014,SES,national,national,decile8,0.121864476087
SWE,2000,HIS-LIS,national,national,decile8,0.12140457185
SWE,2001,HIS-LIS,national,national,decile8,0.120988729139
SWE,2002,HIS-LIS,national,national,decile8,0.122664825814
SWE,2003,EU-SILC,national,national,decile8,0.123313374588
SWE,2004,EU-SILC,national,national,decile8,0.122389988113
SWE,2005,EU-SILC,national,national,decile8,0.124065327421
SWE,2006,EU-SILC,national,national,decile8,0.122608386722
SWE,2007,EU-SILC,national,national,decile8,0.122368705011
SWE,2008,EU-SILC,national,national,decile8,0.122655751258
SWE,2009,EU-SILC,national,national,decile8,0.123797978073
SWE,2010,EU-SILC,national,national,decile8,0.122613859157
SWE,2011,EU-SILC,national,national,decile8,0.124023673195
SWE,2012,EU-SILC,national,national,decile8,0.123739616716
SWE,2013,EU-SILC,national,national,decile8,0.124708600117
SWE,2014,EU-SILC,national,national,decile8,0.123554224707
SWE,2015,EU-SILC,national,national,decile8,0.123019385234
TLS,2014,TLSLS,national,national,decile8,0.117710996489
TON,2000,HIES,national,national,decile8,0.123736487135
TON,2009,HIES,national,national,decile8,0.121523991466
TON,2015,HIES,national,national,decile8,0.117660566284
TON,2021,HIES,national,national,decile8,0.121231876134
TTO,1988,SLC,national,national,decile8,0.125743124434
TTO,1992,PHC,national,national,decile8,0.123980738051
TUN,1985,HBCS,national,national,decile8,0.116258544087
TUN,1990,HBCS,national,national,decile8,0.121318080025
TUN,1995,LSS,national,national,decile8,0.120959771102
TUN,2000,LSS,national,national,decile8,0.119382433798
TUN,2005,NSHBCSL,national,national,decile8,0.120704560664
TUN,2010,NSHBCSL,national,national,decile8,0.123750334651
TUN,2015,NSHBCSL,national,national,decile8,0.122221863794
TUN,2021,NSHBCSL,national,national,decile8,0.118328929429
TUR,1987,HICES,national,national,decile8,0.11664245019
SYR,2006,HIES,national,national,decile8,0.120397614927
SYR,2009,HIES,national,national,decile8,0.118081560564
SYR,2022,HNAP,national,national,decile8,0.123928935808
TCD,2003,ECOSIT-II,national,national,decile8,0.120466000459
TCD,2011,ECOSIT-III,national,national,decile8,0.12175106473
TCD,2018,EHCVM,national,national,decile8,0.117741142275
TCD,2022,EHCVM,national,national,decile8,0.116201884492
TGO,2006,QUIBB,national,national,decile8,0.118051513276
TGO,2011,QUIBB,national,national,decile8,0.12130585886
TGO,2015,QUIBB,national,national,decile8,0.125004516915
TGO,2018,EHCVM,national,national,decile8,0.117632354816
TGO,2021,EHCVM,national,national,decile8,0.118650065168
THA,1981,SES,national,national,decile8,0.115659847138
THA,1988,SES,national,national,decile8,0.112857939232
THA,1990,SES,national,national,decile8,0.111741119234
THA,1992,SES,national,national,decile8,0.110422877329
TUR,2017,HICES,national,national,decile8,0.119158765386
TUR,2017,SILC-C,national,national,decile8,0.117138794749
TUR,2018,HICES,national,national,decile8,0.117489747998
TUR,2018,SILC-C,national,national,decile8,0.119732689134
TUR,2019,HICES,national,national,decile8,0.121715509882
TUR,2019,SILC-C,national,national,decile8,0.118074605647
TUR,2020,SILC-C,national,national,decile8,0.120155986712
TUR,2021,SILC-C,national,national,decile8,0.116234559446
TUV,2010,HIES,national,national,decile8,0.11617670872
TWN,1981,FIDES-LIS,national,national,decile8,0.119930035551
TWN,1986,FIDES-LIS,national,national,decile8,0.118822094627
TWN,1991,FIDES-LIS,national,national,decile8,0.120490840214
TWN,1995,FIDES-LIS,national,national,decile8,0.122268256295
TWN,1997,FIDES-LIS,national,national,decile8,0.121000105585
TWN,2000,FIDES-LIS,national,national,decile8,0.121198277937
TWN,2005,FIDES-LIS,national,national,decile8,0.120899732084
THA,2015,SES,national,national,decile8,0.120072215351
THA,2016,SES,national,national,decile8,0.120335958743
THA,2017,SES,national,national,decile8,0.12139471162
THA,2018,SES,national,national,decile8,0.122207319541
THA,2019,SES,national,national,decile8,0.122167321984
THA,2020,SES,national,national,decile8,0.122858028362
THA,2021,SES,national,national,decile8,0.123109421921
TJK,1999,TLSS,national,national,decile8,0.121253203138
TJK,2003,TLSS,national,national,decile8,0.122017259178
TJK,2004,HBS,national,national,decile8,0.117361104483
TJK,2007,TLSS,national,national,decile8,0.121731753668
TJK,2009,TLSS,national,national,decile8,0.121728280787
TJK,2015,HSITAFIEN,national,national,decile8,0.121731864857
TKM,1998,LSMS,national,national,decile8,0.121077803834
TLS,2001,TLSS,national,national,decile8,0.120766062916
TLS,2007,TLSLS,national,national,decile8,0.119713475392
UGA,1996,NIHS,national,national,decile8,0.115627554319
UGA,1999,NIHS,national,national,decile8,0.112139099465
UGA,2002,UNHS,national,national,decile8,0.106249699198
UGA,2005,UNHS,national,national,decile8,0.113841403789
UGA,2009,UNHS,national,national,decile8,0.108183889621
UGA,2012,UNHS,national,national,decile8,0.114091289099
UGA,2016,UNHS,national,national,decile8,0.113525689106
UGA,2019,UNHS,national,national,decile8,0.111879502975
UKR,1992,HS,national,national,decile8,0.124287267783
UKR,1993,HS,national,national,decile8,0.122080289378
UKR,1995,HIES,national,national,decile8,0.118980999341
UKR,1996,HIES,national,national,decile8,0.119999016381
UKR,1999,HLCS,national,national,decile8,0.121058928074
UKR,2002,HLCS,national,national,decile8,0.121450128413
UKR,2003,HLCS,national,national,decile8,0.120012026109
UKR,2004,HLCS,national,national,decile8,0.121525050926
TUR,1994,HICES,national,national,decile8,0.119012027572
TUR,2002,HICES,national,national,decile8,0.119760188056
TUR,2003,HICES,national,national,decile8,0.119565382677
TUR,2004,HICES,national,national,decile8,0.123925986246
TUR,2005,HICES,national,national,decile8,0.119430990096
TUR,2006,HICES,national,national,decile8,0.123912454908
TUR,2007,HICES,national,national,decile8,0.125509546877
TUR,2008,HICES,national,national,decile8,0.122479521436
TUR,2009,HICES,national,national,decile8,0.122226690636
TUR,2010,HICES,national,national,decile8,0.123481172023
TUR,2011,HICES,national,national,decile8,0.120540137158
TUR,2012,HICES,national,national,decile8,0.121754485135
TUR,2013,HICES,national,national,decile8,0.120969649347
TUR,2014,HICES,national,national,decile8,0.119926391675
TUR,2015,HICES,national,national,decile8,0.116875656772
TUR,2016,HICES,national,national,decile8,0.119658150782
URY,1981,ENH,urban,urban,decile8,0.119566847281
URY,1989,ENH,urban,urban,decile8,0.120414032291
URY,1992,ECH,urban,urban,decile8,0.12151830952
URY,1995,ECH,urban,urban,decile8,0.123406636804
URY,1996,ECH,urban,urban,decile8,0.122923056166
URY,1997,ECH,urban,urban,decile8,0.122107178295
URY,1998,ECH,urban,urban,decile8,0.122278664985
URY,2000,ECH,urban,urban,decile8,0.12186883767
URY,2001,ECH,urban,urban,decile8,0.121968863777
URY,2002,ECH,urban,urban,decile8,0.121722913967
URY,2003,ECH,urban,urban,decile8,0.119589039304
URY,2004,ECH,urban,urban,decile8,0.120803320444
URY,2005,ECH,urban,urban,decile8,0.121445242168
URY,2006,ECH,national,national,decile8,0.119074270554
URY,2007,ECH,national,national,decile8,0.118708245466
URY,2008,ECH,national,national,decile8,0.119474872534
TWN,2007,FIDES-LIS,national,national,decile8,0.121650724628
TWN,2010,FIDES-LIS,national,national,decile8,0.121669227327
TWN,2013,FIDES-LIS,national,national,decile8,0.120481674791
TWN,2016,FIDES-LIS,national,national,decile8,0.120430156074
TWN,2017,FIDES-LIS,national,national,decile8,0.119327208639
TWN,2018,FIDES-LIS,national,national,decile8,0.120076638364
TWN,2019,FIDES-LIS,national,national,decile8,0.120322835517
TWN,2020,FIDES-LIS,national,national,decile8,0.119688274104
TWN,2021,FIDES-LIS,national,national,decile8,0.118867552447
TZA,1991,HBS,national,national,decile8,0.121713879018
TZA,2000,HBS,national,national,decile8,0.120612005844
TZA,2007,HBS,national,national,decile8,0.116593950005
TZA,2011,HBS,national,national,decile8,0.113377227625
TZA,2017,HBS,national,national,decile8,0.113015429602
UGA,1989,HBS,national,national,decile8,0.120242720816
UGA,1992,NIHS,national,national,decile8,0.112993443768
USA,1965,CPS-LIS,national,national,decile8,0.127574129008
USA,1966,CPS-LIS,national,national,decile8,0.128257551738
USA,1967,CPS-LIS,national,national,decile8,0.127844291332
USA,1968,CPS-LIS,national,national,decile8,0.127456881256
USA,1969,CPS-LIS,national,national,decile8,0.127227997824
USA,1970,CPS-LIS,national,national,decile8,0.127659913784
USA,1971,CPS-LIS,national,national,decile8,0.127031841665
USA,1972,CPS-LIS,national,national,decile8,0.127697102817
USA,1973,CPS-LIS,national,national,decile8,0.127663361705
USA,1974,CPS-LIS,national,national,decile8,0.127959183293
USA,1975,CPS-LIS,national,national,decile8,0.128173102829
USA,1976,CPS-LIS,national,national,decile8,0.12836093035
USA,1977,CPS-LIS,national,national,decile8,0.127361957009
USA,1978,CPS-LIS,national,national,decile8,0.128784842865
USA,1979,CPS-LIS,national,national,decile8,0.127991242403
USA,1980,CPS-LIS,national,national,decile8,0.128239722109
UKR,2005,HLCS,national,national,decile8,0.121682648325
UKR,2006,HLCS,national,national,decile8,0.12003358328
UKR,2007,HLCS,national,national,decile8,0.12063301847
UKR,2008,HLCS,national,national,decile8,0.1203127733
UKR,2009,HLCS,national,national,decile8,0.119939851508
UKR,2010,HLCS,national,national,decile8,0.118989843774
UKR,2011,HLCS,national,national,decile8,0.119499554344
UKR,2012,HLCS,national,national,decile8,0.120156626432
UKR,2013,HLCS,national,national,decile8,0.117608622467
UKR,2014,HLCS,national,national,decile8,0.118345118173
UKR,2015,HLCS,national,national,decile8,0.118450629088
UKR,2016,HLCS,national,national,decile8,0.1193896784
UKR,2017,HLCS,national,national,decile8,0.119274326523
UKR,2018,HLCS,national,national,decile8,0.118032331279
UKR,2019,HLCS,national,national,decile8,0.118300589185
UKR,2020,HLCS,national,national,decile8,0.117816318313
USA,1997,CPS-LIS,national,national,decile8,0.12332971818
USA,1998,CPS-LIS,national,national,decile8,0.124231911042
USA,1999,CPS-LIS,national,national,decile8,0.124004990878
USA,2000,CPS-LIS,national,national,decile8,0.123023701732
USA,2001,CPS-LIS,national,national,decile8,0.122747174477
USA,2002,CPS-ASEC-LIS,national,national,decile8,0.124123230288
USA,2003,CPS-ASEC-LIS,national,national,decile8,0.124851345019
USA,2004,CPS-ASEC-LIS,national,national,decile8,0.123681049885
USA,2005,CPS-ASEC-LIS,national,national,decile8,0.12287159734
USA,2006,CPS-ASEC-LIS,national,national,decile8,0.122507018046
USA,2007,CPS-ASEC-LIS,national,national,decile8,0.123823384337
USA,2008,CPS-ASEC-LIS,national,national,decile8,0.124496256168
USA,2009,CPS-ASEC-LIS,national,national,decile8,0.123830545898
USA,2010,CPS-ASEC-LIS,national,national,decile8,0.126435863058
USA,2011,CPS-ASEC-LIS,national,national,decile8,0.125528857954
USA,2012,CPS-ASEC-LIS,national,national,decile8,0.125522058024
URY,2009,ECH,national,national,decile8,0.120096508769
URY,2010,ECH,national,national,decile8,0.120988127052
URY,2011,ECH,national,national,decile8,0.12260478473
URY,2012,ECH,national,national,decile8,0.126039792054
URY,2013,ECH,national,national,decile8,0.123856806965
URY,2014,ECH,national,national,decile8,0.124418006993
URY,2015,ECH,national,national,decile8,0.124288238701
URY,2016,ECH,national,national,decile8,0.123848058958
URY,2017,ECH,national,national,decile8,0.123455575075
URY,2018,ECH,national,national,decile8,0.124125214696
URY,2019,ECH,national,national,decile8,0.123777868427
URY,2020,ECH,national,national,decile8,0.124206617574
URY,2021,ECH-S2,national,national,decile8,0.122122218137
URY,2022,ECH,national,national,decile8,0.122067753172
USA,1963,CPS-LIS,national,national,decile8,0.127296606087
USA,1964,CPS-LIS,national,national,decile8,0.126726583404
VEN,1987,EHM,national,national,decile8,0.116358390134
VEN,1989,EHM,national,national,decile8,0.122826482848
VEN,1992,EHM,national,national,decile8,0.121299059155
VEN,1995,EHM,national,national,decile8,0.119736432033
VEN,1998,EHM,national,national,decile8,0.120257846949
VEN,1999,EHM,national,national,decile8,0.119157775659
VEN,2001,EHM,national,national,decile8,0.120838348817
VEN,2002,EHM,national,national,decile8,0.121118766746
VEN,2003,EHM,national,national,decile8,0.123273926777
VEN,2004,EHM,national,national,decile8,0.123037275007
VEN,2005,EHM,national,national,decile8,0.121638190854
VEN,2006,EHM,national,national,decile8,0.122766302495
VNM,1992,VLSS,national,national,decile8,0.117353878487
VNM,1997,VLSS,national,national,decile8,0.114777156654
VNM,2002,VHLSS,national,national,decile8,0.116334009591
VNM,2004,VHLSS,national,national,decile8,0.119862732257
USA,1981,CPS-LIS,national,national,decile8,0.128336861924
USA,1982,CPS-LIS,national,national,decile8,0.129608367842
USA,1983,CPS-LIS,national,national,decile8,0.130152401731
USA,1984,CPS-LIS,national,national,decile8,0.130033079102
USA,1985,CPS-LIS,national,national,decile8,0.12947423175
USA,1986,CPS-LIS,national,national,decile8,0.130090133427
USA,1987,CPS-LIS,national,national,decile8,0.130077711361
USA,1988,CPS-LIS,national,national,decile8,0.129293927001
USA,1989,CPS-LIS,national,national,decile8,0.128015537713
USA,1990,CPS-LIS,national,national,decile8,0.128519149541
USA,1991,CPS-LIS,national,national,decile8,0.128173367994
USA,1992,CPS-LIS,national,national,decile8,0.12824712633
USA,1993,CPS-LIS,national,national,decile8,0.125727103943
USA,1994,CPS-LIS,national,national,decile8,0.125016270759
USA,1995,CPS-LIS,national,national,decile8,0.124470018634
USA,1996,CPS-LIS,national,national,decile8,0.124555671214
XKX,2006,HBS,national,national,decile8,0.121683618123
XKX,2009,HBS,national,national,decile8,0.121039765154
XKX,2010,HBS,national,national,decile8,0.12262859949
XKX,2011,HBS,national,national,decile8,0.122590493421
XKX,2012,HBS,national,national,decile8,0.120165461364
XKX,2013,HBS,national,national,decile8,0.118976740755
XKX,2014,HBS,national,national,decile8,0.121086523652
XKX,2015,HBS,national,national,decile8,0.12052758454
XKX,2016,HBS,national,national,decile8,0.121144133559
XKX,2017,HBS,national,national,decile8,0.115581020244
YEM,1998,HBS,national,national,decile8,0.123102445116
YEM,2005,HBS,national,national,decile8,0.113953020369
YEM,2014,HBS,national,national,decile8,0.116238114063
ZAF,1993,KIDS,national,national,decile8,0.107805744069
ZAF,2000,HIES,national,national,decile8,0.110844109002
ZAF,2005,IES,national,national,decile8,0.085225976169
USA,2013,CPS-ASEC-LIS,national,national,decile8,0.125460133765
USA,2014,CPS-ASEC-LIS,national,national,decile8,0.125249008545
USA,2015,CPS-ASEC-LIS,national,national,decile8,0.1255564673
USA,2016,CPS-ASEC-LIS,national,national,decile8,0.125187455382
USA,2017,CPS-ASEC-LIS,national,national,decile8,0.125981730005
USA,2018,CPS-ASEC-LIS,national,national,decile8,0.124575668422
USA,2019,CPS-ASEC-LIS,national,national,decile8,0.124929943742
USA,2020,CPS-ASEC-LIS,national,national,decile8,0.125376658935
USA,2021,CPS-ASEC-LIS,national,national,decile8,0.122759925817
USA,2022,CPS-ASEC-LIS,national,national,decile8,0.124519017448
UZB,1998,HBS,national,national,decile8,0.124044649885
UZB,2000,HBS,national,national,decile8,0.1182072551
UZB,2002,HBS,national,national,decile8,0.114284575827
UZB,2003,HBS,national,national,decile8,0.116188751497
UZB,2022,HBS,national,national,decile8,0.125360443895
VEN,1981,EHM,national,national,decile8,0.11129248537
ZAF,2008,LCS,national,national,decile8,0.094850777645
ZAF,2010,IES,national,national,decile8,0.096189100182
ZAF,2014,LCS,national,national,decile8,0.099574908598
ZMB,1991,HBS,national,national,decile8,0.128255717834
ZMB,1993,HBS,national,national,decile8,0.119909376425
ZMB,1996,LCMS-I,national,national,decile8,0.1167499100359999
ZMB,1998,LCMS-II,national,national,decile8,0.115493718395
ZMB,2002,LCMS-III,national,national,decile8,0.114471927356
ZMB,2004,LCMS-IV,national,national,decile8,0.111502861113
ZMB,2006,LCMS-V,national,national,decile8,0.110271265362
ZMB,2010,LCMS-VI,national,national,decile8,0.111789596527
ZMB,2015,LCMS-VII,national,national,decile8,0.111581992713
ZMB,2022,LCMS-VIII,national,national,decile8,0.117814783217
ZWE,2011,ICES,national,national,decile8,0.116885352351
ZWE,2017,PICES,national,national,decile8,0.116637729387
ZWE,2019,PICES,national,national,decile8,
VNM,2006,VHLSS,national,national,decile8,0.122454210244
VNM,2008,VHLSS,national,national,decile8,0.119714074855
VNM,2010,VHLSS,national,national,decile8,0.117658479504
VNM,2012,VHLSS,national,national,decile8,0.120978438892
VNM,2014,VHLSS,national,national,decile8,0.121175089843
VNM,2016,VHLSS,national,national,decile8,0.122050961909
VNM,2018,VHLSS,national,national,decile8,0.12157511741
VNM,2020,VHLSS,national,national,decile8,0.120783965815
VNM,2022,VHLSS,national,national,decile8,0.119906888262
VUT,2010,HIES,national,national,decile8,0.120232586821
VUT,2019,NSDP,national,national,decile8,0.123887799116
WSM,2002,HIES,national,national,decile8,0.115720239031
WSM,2008,HIES,national,national,decile8,0.113307652393
WSM,2013,HIES,national,national,decile8,0.114528088973
XKX,2003,HBS,national,national,decile8,0.121485697437
XKX,2005,HBS,national,national,decile8,0.123087963191
AGO,2000,HBS,national,national,decile8,0.113397363605
